SiteName,time,"latitude[unit=""degrees_north""]","longitude[unit=""degrees_east""]",deficit_CCSM4_rcp45
bearlake_fromgrid,2020-10-17T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-18T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-19T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-20T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-21T12:00:00Z,38.90637149,-105.2989972,0.1
bearlake_fromgrid,2020-10-22T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-23T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-24T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-25T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-26T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-27T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-28T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-29T12:00:00Z,38.90637149,-105.2989972,0.1
bearlake_fromgrid,2020-10-30T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-31T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-01T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-02T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-03T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-04T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-05T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-06T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-07T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-08T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-09T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-10T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-11-11T12:00:00Z,38.90637149,-105.2989972,0.0
